title,category,authors,publisher,registeredDate,doingsChoices,link,memo
철학의 눈으로 읽는 여성,페미니즘과 철학,연효숙,철학과현실사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=50503,
커버링,페미니즘과 철학,켄지 요시노,민음사,2018-09-21,http://cafedoing.com/221212637183,https://book.naver.com/bookdb/book_detail.nhn?bid=12685161,
페미니즘 : 주변에서 중심으로,페미니즘과 철학,벨 훅스,모티브북,2018-09-21,http://cafedoing.com/220983300730,https://book.naver.com/bookdb/book_detail.nhn?bid=6320432,
페미니즘 교차하는 관점들,페미니즘과 철학,"로즈마리 퍼트넘 통, 티나 페르난디스 보츠",학이시습,2019-09-11,,,
페미니즘 정치사상사,페미니즘과 철학,"캐럴 페이트만, 메어리 린든 쉐인리",이후,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=142917,
"페미니즘 차이와 사이, 젠더 지형의 변화와 페미니즘 문화연구",페미니즘과 철학,이희원 외 15명,문학동네,2018-09-21,http://cafedoing.com/220983300730,https://book.naver.com/bookdb/book_detail.nhn?bid=6683231,
"페미니즘, 무엇이 문제인가",페미니즘과 철학,캐롤린 라마자노글루,문예출판사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=203493,
페미니즘과 포스트모더니즘의 만남,페미니즘과 철학,이창순,한울,2018-09-21,http://cafedoing.com/220983300730,https://book.naver.com/bookdb/book_detail.nhn?bid=10280869,
페미니즘의 주제들,페미니즘과 철학,"샐리 해스랭어, 낸시 투아나, 펙 오코너",전기가오리,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=11417560,
포스트식민 이성 비판,페미니즘과 철학,가야트리 스피박,갈무리,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=1577921,
포스트식민주의의 지리,페미니즘과 철학,조앤샤프,여이연,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6591658,
하나이지 않은 성,페미니즘과 철학,뤼스 이리가라이,동문선,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=57168,
현대 페미니즘의 테제들,페미니즘과 철학,연구모임 사회비판과대안,사월의책,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10439919,
흑인페미니즘사상,페미니즘과 철학,패트리샤 힐 콜린스 저,여성문화이론연구소,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6093045,
"10대의 섹스, 유쾌한 섹슈얼리티",페미니즘과 청소년,유쾌한섹슈얼리티인권센터,동녘,2018-09-21,http://cafedoing.com/220982406435,https://book.naver.com/bookdb/book_detail.nhn?bid=6360751,
길은 학교다,페미니즘과 청소년,이길보라,한겨레출판사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6024800,
나는 왜 자꾸 눈치를 볼까?,페미니즘과 청소년,"캐티 케이, 클레어 시프먼",리듬문고,2019-05-02,http://cafedoing.com/221533468816,https://book.naver.com/bookdb/book_detail.nhn?bid=14474435,
나를 좋아하지 않는 나에게,페미니즘과 청소년,크리스티나 드 위타,리듬문고,2019-05-02,,https://book.naver.com/bookdb/book_detail.nhn?bid=14652804,
변방의 목소리-지방의 스쿨미투를 기록하다,페미니즘과 청소년,문화기획달,문화기획달,2019-12-19,,,
비상구에는 모기가 많았어요,페미니즘과 청소년,자색고구미,북셀프,2019-03-02,http://cafedoing.com/221477238245,,
사람답게 산다는 것,페미니즘과 청소년,"오창익 글, 홍선주 그림",너머학교,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7583456,
사랑의 입자,페미니즘과 청소년,"김리리, 김민령, 김진나, 신현이, 이금이, 전삼혜, 정은숙",문학동네,2018-10-08,,https://book.naver.com/bookdb/book_detail.nhn?bid=14037685&sug=thumb,
상상하라 다른 교육,페미니즘과 청소년,"하승우, 채효정, 정용주, 이혁규, 이영주, 엄기호, 사이다, 류명숙, 김수현",교육공동체벗,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7295366,
성평등,페미니즘과 청소년,손희정,풀빛,2018-12-10,,https://book.naver.com/bookdb/book_detail.nhn?bid=14103870,
"스무살, 너희가 별이야",페미니즘과 청소년,김택환,삼인,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=2747217,
십 대 밑바닥 노동,페미니즘과 청소년,이수정,교육공동체벗,2018-09-21,http://cafedoing.com/221268934714,https://book.naver.com/bookdb/book_detail.nhn?bid=8618810,
"안녕, 내 이름은 페미니즘이야",페미니즘과 청소년,강남순 외,동녘주니어,2018-11-01,,https://m.search.naver.com/search.naver?where=m&query=안녕+내이름은+페미니즘이야&sm=mtb_stc#api=%3F_lp_type%3Dcm%26col_prs%3Dcsa%26format%3Dtext%26nqx_theme%3D%257B%2B%2522theme%2522%253A%257B%2522main%2522%253A%257B%2522name%2522%253A%2522book_info%2522%252C%2522os%2522%253A14052142%252C%2522pkid%2522%253A20000%257D%257D%2B%257D%26query%3D%25EC%2595%2588%25EB%2585%2595%2B%25EB%2582%25B4%25EC%259D%25B4%25EB%25A6%2584%25EC%259D%2580%2B%25ED%258E%2598%25EB%25AF%25B8%25EB%258B%2588%25EC%25A6%2598%25EC%259D%25B4%25EC%2595%25BC%26sm%3Digr_brg%26tab%3Dinfo%26tab_prs%3Dcsa%26where%3Dbridge&_lp_type=cm,
"언니, 페미니즘이 뭐야?",페미니즘과 청소년,마리아 무르나우,탐,2018-09-21,http://cafedoing.com/221335107846,https://book.naver.com/bookdb/book_detail.nhn?bid=13875731,
우리는현재다,페미니즘과 청소년,공현,빨간소금,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=11432657,
이것은 교육이 아니다,페미니즘과 청소년,"지아, 조해수, 정의진, 정은희, 임동헌, 이형환, 이민아, 이계상, 윤지형, 윤양수, 박진환, 박지희, 김종욱, 김윤주, 김수현, 고민경, 강아지똥",교육공동체벗,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7139721,
인물로 만나는 청소년운동사,페미니즘과 청소년,공현,교육공동체벗,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=11023810,
일어나라 인권 OTL,페미니즘과 청소년,한겨레21편집부,한겨레출판사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6207530,
"자, 살자",페미니즘과 청소년,케이트 본스타인,이매진,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10346593,
페미니스트 엄마와 초딩 아들의 성적 대화,페미니즘과 청소년,김서화,일다,2018-09-21,http://cafedoing.com/221248012351,https://book.naver.com/bookdb/book_detail.nhn?bid=13444972,
학교에 페미니즘을,페미니즘과 청소년,초등성평등연구회,마티,2018-09-21,http://cafedoing.com/221298979736,https://book.naver.com/bookdb/book_detail.nhn?bid=13560651,
50일간의 유럽 미술관 체험1,평론 / 미술,이주헌,학고재,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=1607501,
50일간의 유럽 미술관 체험2,평론 / 미술,이주헌,학고재,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=1607502,
난폭한 독서,평론 / 미술,금정연,마음산책,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=9875752,
"미술, 세상을 바꾸다",평론 / 미술,이태호,미술문화,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=8994775,
미술과의 첫.만.남.,평론 / 미술,로지 디킨스,예경,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=1537367,
미술비평-그림 읽는 즐거움,평론 / 미술,테리 바렛,아트북스,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=149004,
알랭 드 보통의 영혼의 미술관,평론 / 미술,알랭 드 보통,문학동네,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7320648,
에로스와 타나토스,평론 / 미술,조용훈,살림,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=2081360,
자명한 것들과의 결별,평론 / 미술,김명인,창비,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=1470818,
정치적인 것을 넘어서 ,평론 / 미술,김종길,현실문화,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6801852,
정확한 사랑의 실험,평론 / 미술,신형철,마음산책,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=8199439,
2017 성소수자 인권포럼,LGBTAIQ,성소수자차별반대 무지개행동,성소수자차별반대무지개행동,2018-09-21,,,
2018 성소수자 인권포럼,LGBTAIQ,성소수자차별반대 무지개행동,성소수자차별반대 무지개행동,2018-09-21,,,
3xFTM: 세 성전환 남성의 이야기,LGBTAIQ,연분홍치마,그린비,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=4567760,
같은 성을 사랑하는 것에 대하여 : LGBT 특히 게이에 대한 전지구적 보고서,LGBTAIQ,"프레데리크 마르텔, 전혜영 옮김",글항아리,2019-01-22,,https://book.naver.com/bookdb/book_detail.nhn?bid=13608472,
결혼할 거야!,LGBTAIQ,남난주,남난주,2020-05-14,,,
남창일기,LGBTAIQ,아키라 더 허슬러,SUNNYBOOKS,2018-09-21,,,
누가 무지개 깃발을 짓밟는가,LGBTAIQ,스티븐 V 스프링클,알마,2018-09-21,http://cafedoing.com/220994752696,https://book.naver.com/bookdb/book_detail.nhn?bid=7321995,
동성 결혼은 사회를 어떻게 바꾸는가,LGBTAIQ,리 배지트,민음사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10362938,
동성애 혐오의 원인과 해방의 전망,LGBTAIQ,"노라 칼린, 콜린 윌슨",책갈피,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10835717,
두 엄마 ,LGBTAIQ,무리엘 비야누에바 페라르나우 ,낭기열라,2019-12-16,http://cafedoing.com/221739538324,https://book.naver.com/bookdb/book_detail.nhn?bid=4548176,
뜻밖의 여행,LGBTAIQ,,,2018-09-21,,,
루나 ,LGBTAIQ,줄리 앤 피터스,궁리,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6240088,
목사 아들 게이,LGBTAIQ,"나미푸, 더즌, 샌더, 유민, 향록",SUNNYBOOKS,2018-09-21,,,
무너진 세계의 우리는,LGBTAIQ,"단은, 룬, 보라, 서아람, 영이, 정이담, 조연, 진영, 카프",무지개책갈피,2020-02-06,,,
무성애를 말하다,LGBTAIQ,앤서니 보개트,레디셋고,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7262509,
무지개 성 상담소,LGBTAIQ,"한국게이인권운동단체 친구사이, 동성애자인권연대, 한국레즈비언상담소, 한국성적소수자문화인권센터",양철북,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7421968,
바꾸어나가는 용기,LGBTAIQ,가미카와 아야,한울,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=11185343,
보스턴 결혼,LGBTAIQ,"에스더 D. 로스블럼, 캐슬린 A. 브레흐니",이매진,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6950205,
브라보 게이 라이프,LGBTAIQ,정욜,나름북스,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6690827,
사랑의 조건을 묻다,LGBTAIQ,터울,숨쉬는책공장,2018-09-21,http://cafedoing.com/221096976563,https://book.naver.com/bookdb/book_detail.nhn?bid=9546091,
성서가 말하는 동성애 신이 허락하고 인간이 금지한 사랑,LGBTAIQ,"다니엘 헬미니악, 김강일 옮김",해울,2019-01-22,,https://book.naver.com/bookdb/book_detail.nhn?bid=131004,
"성적 다양성, 두렵거나 혹은 모르거나",LGBTAIQ,바네사 베어드 지음,이후,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=3008621,
소녀 소녀를 사랑하다,LGBTAIQ,낸시 가든,보물창고,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=3121319,
"수신확인, 차별이 내게로 왔다",LGBTAIQ,(소수자들의 이야기) 김준우 외 2명 저,오월의봄,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7190218,
악어 노트,LGBTAIQ,구묘진,움직씨,2019-06-23,http://cafedoing.com/221585418930,http://book.naver.com/bookdb/book_detail.nhn?bid=15001266,
양성애 열두 개의 퀴어 이야기,LGBTAIQ,박이은실,여이연,2018-09-21,http://cafedoing.com/221122592409,https://book.naver.com/bookdb/book_detail.nhn?bid=12495532,
에브리데이,LGBTAIQ,데이비드 리바이선,민음사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=9439772,
여섯 빛깔 무지개,LGBTAIQ,임근준 외,워크룸프레스,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10128810,
우리가 키스하게 놔둬요,LGBTAIQ,사포 외 지음,읻다,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=12269637,
우리는 무지개를 타고,LGBTAIQ,보배,아토포스,2019-09-06,,http://book.naver.com/bookdb/book_detail.nhn?bid=15304944,
우리는 자격 없는 여성들과 세상을 바꾼다,LGBTAIQ,"권김현영, A 외 23개 단체",와온,2020-05-15,,http://book.naver.com/bookdb/book_detail.nhn?bid=16357886,
우리의 점,LGBTAIQ,행상인,행상인,2018-09-21,,,
이런 질문도 괜찮아요,LGBTAIQ,한국레즈비언상담소,한국레즈비언상담소,2018-09-21,http://cafedoing.com/221359424290,,
이상한 나라의 브렌다,LGBTAIQ,존 콜라핀토,알마,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7918240,
이제부터 아주 위험한 이야기를 하겠습니다,LGBTAIQ,리인허,아르테,2020-04-24,,http://book.naver.com/bookdb/book_detail.nhn?bid=16290029,
젠더 유니버스: 정체성을 탐험하는 당신을 위해,LGBTAIQ,미스핏츠,미스핏츠,2020-03-31,,http://book.naver.com/bookdb/book_detail.nhn?bid=14254500,
조선의 퀴어,LGBTAIQ,박차민정,현실문화연구,2018-09-21,http://cafedoing.com/221324123486,https://book.naver.com/bookdb/book_detail.nhn?bid=13641536,
지금 우리는 미래를 만들고 있습니다,LGBTAIQ,성소수자차별반대 무지개행동 엮음,사람생각,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=4783770,
차곡차곡 없어서 직접 쓴 책 1호,LGBTAIQ,두런두런,두런두런,2018-12-05,,,
퀴어 별점,LGBTAIQ,질 디어먼,움직씨,2020-02-06,,http://book.naver.com/bookdb/book_detail.nhn?bid=16124256,
퀴어 아포칼립스,LGBTAIQ,시우,현실문화연구,2018-09-21,http://cafedoing.com/221358378909,https://book.naver.com/bookdb/book_detail.nhn?bid=13799515,
"퀴어 페미니스트, 교차성을 사유하다",LGBTAIQ,"전혜은, 루인, 도균",여이연,2019-01-22,,https://book.naver.com/bookdb/book_detail.nhn?bid=14408384,
퀴어는 당신 옆에서 일하고 있다,LGBTAIQ,희정,오월의봄,2019-12-06,,http://book.naver.com/bookdb/book_detail.nhn?bid=15766244,
퀴어이론입문,LGBTAIQ,애너매리 야고스,여이연,2018-09-21,http://cafedoing.com/221205043789,https://book.naver.com/bookdb/book_detail.nhn?bid=6974213,
퀴어인문잡지 삐라 02 죽음,LGBTAIQ,)))ㅅ(((,노트인비트윈,2018-09-21,,,
퀴어인문잡지 삐라 03 길티 플레저,LGBTAIQ,)))ㅅ(((,노트인비트윈,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=11037978,
트랜스젠더의 역사 ,LGBTAIQ,수잔 스트라이커,이매진,2018-09-21,http://cafedoing.com/221020331265,https://book.naver.com/bookdb/book_detail.nhn?bid=10414965,
페미니즘을 퀴어링!,LGBTAIQ,미미 마리누치,봄알람,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=13718488,
하느님과 만난 동성애,LGBTAIQ,슘 프로젝트 엮음,한울아카데미,2018-09-21,http://cafedoing.com/221179631640,https://book.naver.com/bookdb/book_detail.nhn?bid=6425706,
"환대받을 권리, 환대할 용기",LGBTAIQ,이라영,동녘,2018-09-21,http://cafedoing.com/220965588241,https://book.naver.com/bookdb/book_detail.nhn?bid=10382664,
후천성 인권 결핍 사회를 아웃팅하다,LGBTAIQ,지승호·동성애자인권연대,시대의창,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6676885,
LGBT 심리상담을 위한 도움글 모음집,LGBTAIQ,별의별상담연구소,별의별상담연구소,2018-09-21,,,
